             0	            -0
     0.0314159	      -1.24128
     0.0628319	      -2.14463
     0.0942478	      -2.68041
      0.125664	      -2.85306
       0.15708	      -2.69872
      0.188496	      -2.27994
      0.219911	      -1.67825
      0.251327	     -0.985218
      0.282743	     -0.293139
      0.314159	       0.31391
      0.345575	      0.767665
      0.376991	       1.02129
      0.408407	        1.0525
      0.439823	      0.864127
      0.471239	      0.481988
      0.502655	    -0.0493086
      0.534071	     -0.672291
      0.565487	      -1.32344
      0.596903	       -1.9402
      0.628319	      -2.46733
      0.659734	      -2.86206
       0.69115	      -3.09748
      0.722566	      -3.16393
      0.753982	      -3.06831
      0.785398	      -2.83164
      0.816814	      -2.48509
       0.84823	      -2.06521
      0.879646	       -1.6089
      0.911062	      -1.14875
      0.942478	     -0.709464
      0.973894	      -0.30559
       1.00531	     0.0590013
       1.03673	      0.389984
       1.06814	      0.699914
       1.09956	       1.00445
       1.13097	       1.31795
       1.16239	       1.64917
       1.19381	       1.99746
       1.22522	       2.35038
       1.25664	       2.68275
       1.28805	       2.95772
       1.31947	       3.12967
       1.35088	       3.14878
        1.3823	       2.96682
       1.41372	       2.54353
       1.44513	       1.85295
       1.47655	      0.888768
       1.50796	     -0.331796
       1.53938	      -1.76631
        1.5708	      -3.34792
       1.60221	      -4.98878
       1.63363	      -6.58586
       1.66504	      -8.02887
       1.69646	      -9.20938
       1.72788	      -10.0305
       1.75929	      -10.4162
       1.79071	      -10.3191
       1.82212	      -9.72586
       1.85354	      -8.66047
       1.88496	      -7.18327
       1.91637	      -5.38735
       1.94779	      -3.39155
        1.9792	      -1.33101
       2.01062	      0.653986
       2.04204	       2.42999
       2.07345	       3.88188
       2.10487	       4.92297
       2.13628	       5.50262
        2.1677	       5.61074
       2.19911	       5.27864
       2.23053	       4.57604
       2.26195	       3.60464
       2.29336	        2.4887
       2.32478	       1.36355
       2.35619	      0.362987
       2.38761	      -0.39307
       2.41903	     -0.809759
       2.45044	     -0.826045
       2.48186	     -0.420364
       2.51327	      0.387401
       2.54469	        1.5378
       2.57611	       2.93733
       2.60752	        4.4671
       2.63894	       5.99377
       2.67035	       7.38173
       2.70177	        8.5054
       2.73319	       9.26048
        2.7646	       9.57316
       2.79602	       9.40637
       2.82743	       8.76261
       2.85885	        7.6832
       2.89027	       6.24391
       2.92168	       4.54771
        2.9531	       2.71511
       2.98451	      0.873326
       3.01593	     -0.854954
       3.04735	      -2.36191
       3.07876	      -3.56323
       3.11018	      -4.40429
