             0	       12.0885
          0.18	       11.5767
          0.36	       10.2335
          0.54	       8.08227
          0.72	       5.22052
           0.9	       1.81384
          1.08	      -1.91684
          1.26	      -5.71381
          1.44	      -9.30507
          1.62	      -12.4286
           1.8	      -14.8563
          1.98	      -16.4147
          2.16	      -17.0011
          2.34	      -16.5932
          2.52	      -15.2509
           2.7	      -13.1108
          2.88	      -10.3731
          3.06	      -7.28338
          3.24	      -4.10898
          3.42	      -1.11467
           3.6	       1.46176
          3.78	       3.43093
          3.96	       4.66832
          4.14	       5.12435
          4.32	       4.82697
           4.5	       3.87675
          4.68	       2.43499
          4.86	      0.706158
          5.04	      -1.08364
          5.22	      -2.70977
           5.4	      -3.97163
          5.58	      -4.71226
          5.76	      -4.83322
          5.94	      -4.30321
          6.12	      -3.15976
           6.3	      -1.50388
          6.48	      0.511612
          6.66	       2.69876
          6.84	       4.85446
          7.02	       6.78145
           7.2	       8.30834
          7.38	        9.3065
          7.56	       9.70215
          7.74	       9.48247
          7.92	       8.69529
           8.1	       7.44241
          8.28	       5.86745
          8.46	       4.13958
          8.64	       2.43492
          8.82	      0.917753
             9	     -0.276698
          9.18	      -1.05579
          9.36	      -1.37815
          9.54	       -1.2565
          9.72	     -0.754527
           9.9	     0.0218874
         10.08	      0.937917
         10.26	        1.8461
         10.44	       2.60383
         10.62	       3.09002
          10.8	       3.21916
         10.98	       2.95121
         11.16	       2.29608
         11.34	       1.31239
         11.52	      0.100537
          11.7	      -1.20916
         11.88	      -2.47191
         12.06	      -3.54576
         12.24	      -4.30886
         12.42	       -4.6747
          12.6	       -4.6035
         12.78	      -4.10862
         12.96	      -3.25685
         13.14	      -2.16267
         13.32	     -0.976891
          13.5	      0.129258
         13.68	      0.982912
         13.86	       1.42926
         14.04	       1.35002
         14.22	      0.678714
          14.4	     -0.589008
         14.58	      -2.39128
         14.76	      -4.60271
         14.94	      -7.04377
         15.12	      -9.49621
          15.3	      -11.7229
         15.48	      -13.4903
         15.66	      -14.5915
         15.84	      -14.8669
         16.02	      -14.2217
          16.2	      -12.6365
         16.38	      -10.1717
         16.56	      -6.96429
         16.74	      -3.21685
         16.92	      0.819344
          17.1	        4.8662
         17.28	       8.64331
         17.46	       11.8928
         17.64	       14.4024
         17.82	       16.0233
