,0
0,0.6871484347349259
1,0.6386843214415873
2,0.5445922463917958
3,0.5445922463917958
4,0.44719989819651607
5,0.3272624340937046
6,0.16812953835224598
7,0.16812953835224598
8,0.1399674274861913
9,0.10591362823794759
10,0.10591362823794759
11,0.10591362823794759
12,0.10591362823794759
13,0.10591362823794759
14,0.08619892289148012
15,0.08619892289148012
16,0.08619892289148012
17,0.08619892289148012
18,0.08619892289148012
19,0.07067374319531883
20,0.060655056218674175
21,0.060655056218674175
22,0.060655056218674175
23,0.030006411549613365
24,0.030006411549613365
25,0.030006411549613365
26,0.030006411549613365
27,0.030006411549613365
28,0.030006411549613365
29,0.030006411549613365
30,0.030006411549613365
31,0.028189318647385386
32,0.025309246586983303
33,0.025309246586983303
34,0.025309246586983303
35,0.025309246586983303
36,0.025309246586983303
37,0.02518810655445558
38,0.024953135481656008
39,0.02486964937675873
40,0.024850059610326714
41,0.024850059610326714
42,0.024764132164657116
43,0.0245477042826705
44,0.0245477042826705
45,0.0245477042826705
46,0.02435705967356694
47,0.024324235183086018
48,0.024324235183086018
49,0.024324235183086018
50,0.023876217453497106
51,0.02365384943689819
52,0.02365384943689819
53,0.023138196874005867
54,0.02236905390420829
55,0.021676350231502495
56,0.01947316621533668
57,0.017250771560830436
58,0.014325624190647979
59,0.014325624190647979
