             0	       12.3519
          0.18	        11.832
          0.36	       10.4769
          0.54	       8.30989
          0.72	       5.42866
           0.9	        1.9994
          1.08	      -1.75602
          1.26	      -5.57859
          1.44	      -9.19469
          1.62	      -12.3406
           1.8	      -14.7863
          1.98	      -16.3567
          2.16	       -16.948
          2.34	      -16.5371
          2.52	       -15.184
           2.7	      -13.0263
          2.88	       -10.266
          3.06	      -7.15117
          3.24	      -3.95248
          3.42	     -0.938454
           3.6	       1.64921
          3.78	       3.61736
          3.96	       4.83825
          4.14	       5.25992
          4.32	       4.90904
           4.5	       3.88632
          4.68	       2.35465
          4.86	      0.521542
          5.04	      -1.38245
          5.22	      -3.12716
           5.4	      -4.50566
          5.58	      -5.35431
          5.76	      -5.56809
          5.94	      -5.10971
          6.12	      -4.01173
           6.3	      -2.37159
          6.48	     -0.340223
          6.66	       1.89448
          6.84	        4.1276
          7.02	       6.15836
           7.2	       7.81036
          7.38	       8.94881
          7.56	       9.49309
          7.74	       9.42331
          7.92	        8.7805
           8.1	       7.66034
          8.28	       6.20142
          8.46	       4.56921
          8.64	       2.93767
          8.82	       1.47043
             9	      0.303537
          9.18	     -0.468272
          9.36	     -0.800543
          9.54	     -0.702278
          9.72	     -0.233138
           9.9	      0.504947
         10.08	       1.38074
         10.26	       2.24973
         10.44	       2.97149
         10.62	       3.42621
          10.8	       3.52883
         10.98	       3.23894
         11.16	       2.56548
         11.34	       1.56571
         11.52	      0.338427
          11.7	     -0.987637
         11.88	      -2.26907
         12.06	      -3.36496
         12.24	      -4.15406
         12.42	      -4.54999
          12.6	       -4.5127
         12.78	      -4.05485
         12.96	      -3.24231
         13.14	      -2.18848
         13.32	      -1.04308
          13.5	     0.0236751
         13.68	      0.839768
         13.86	       1.25102
         14.04	       1.13959
         14.22	       0.43927
          14.4	      -0.85416
         14.58	      -2.67872
         14.76	      -4.90884
         14.94	      -7.36476
         15.12	      -9.82778
          15.3	      -12.0602
         15.48	      -13.8279
         15.66	      -14.9231
         15.84	      -15.1857
         16.02	      -14.5204
          16.2	      -12.9077
         16.38	      -10.4085
         16.56	      -7.16075
         16.74	      -3.36847
         16.92	      0.714891
          17.1	       4.80864
         17.28	       8.62943
         17.46	       11.9164
         17.64	       14.4541
         17.82	       16.0916
