             0	            -0
     0.0314159	     -0.661904
     0.0628319	      -1.17225
     0.0942478	      -1.51043
      0.125664	      -1.67228
       0.15708	      -1.66931
      0.188496	      -1.52657
      0.219911	      -1.27925
      0.251327	     -0.968589
      0.282743	     -0.637345
      0.314159	      -0.32547
      0.345575	    -0.0663434
      0.376991	      0.116068
      0.408407	      0.208865
      0.439823	      0.210589
      0.471239	      0.130349
      0.502655	    -0.0141407
      0.534071	     -0.199321
      0.565487	        -0.399
      0.596903	     -0.587629
      0.628319	     -0.743248
      0.659734	     -0.849801
       0.69115	     -0.898559
      0.722566	     -0.888534
      0.753982	     -0.825885
      0.785398	     -0.722441
      0.816814	     -0.593549
       0.84823	     -0.455571
      0.879646	     -0.323357
      0.911062	     -0.208042
      0.942478	     -0.115454
      0.973894	    -0.0453605
       1.00531	     0.0083432
       1.03673	     0.0565085
       1.06814	      0.112804
       1.09956	      0.191215
       1.13097	      0.303297
       1.16239	      0.455532
       1.19381	      0.647166
       1.22522	      0.868838
       1.25664	       1.10225
       1.28805	       1.32099
       1.31947	       1.49255
       1.35088	       1.58129
        1.3823	       1.55225
       1.41372	       1.37525
       1.44513	       1.02898
       1.47655	      0.504556
       1.50796	     -0.191885
       1.53938	      -1.03785
        1.5708	      -1.99475
       1.60221	      -3.00967
       1.63363	      -4.01885
       1.66504	      -4.95229
       1.69646	      -5.73937
       1.72788	      -6.31489
       1.75929	      -6.62495
       1.79071	      -6.63212
       1.82212	      -6.31945
       1.85354	      -5.69278
       1.88496	      -4.78112
       1.91637	       -3.6351
       1.94779	      -2.32338
        1.9792	     -0.927479
       2.01062	      0.464649
       2.04204	        1.7657
       2.07345	       2.89612
       2.10487	       3.79063
       2.13628	       4.40347
        2.1677	       4.71205
       2.19911	        4.7185
       2.23053	       4.44908
       2.26195	       3.95144
       2.29336	       3.29009
       2.32478	       2.54032
       2.35619	       1.78135
       2.38761	        1.0892
       2.41903	      0.529919
       2.45044	      0.153928
       2.48186	   -0.00813889
       2.51327	     0.0523057
       2.54469	      0.321626
       2.57611	       0.76584
       2.60752	       1.33434
       2.63894	       1.96505
       2.67035	       2.59058
       2.70177	       3.14464
       2.73319	       3.56822
        2.7646	       3.81498
       2.79602	       3.85519
       2.82743	        3.6781
       2.85885	        3.2924
       2.89027	       2.72487
       2.92168	        2.0174
        2.9531	       1.22262
       2.98451	      0.398799
       3.01593	     -0.395665
       3.04735	      -1.10751
       3.07876	      -1.69313
       3.11018	        -2.122
